country,size,attack_type,attribution,start_of_attack (soa),dwell_time [days],attack_detected (attdet),t2ad_utc_short,soa:t2ad_delta [sec],t2ad:attdet_delta [sec],root_cause,missing_logs,artifacts,lolbins,other,pre-attack_ioc,rdp,initial_access,impact,data_exfil,exfil_volume [GB],date_of_exfil_short,soa-exfil-delta [sec],exfil-attdet-delta [sec],exfil-posted_delta
Thailand,1-100,data exfiltration,Unknown,2024-08,7,2024-09,2024-08,29580,585220,comped creds,,SoftPerfect Network Scanner|FileZilla,RDP|shutdown.exe|cmd.exe|nslookup.exe|mstsc.exe|regsvr32.exe|quser.exe|notepad.exe,unprotected systems|MFA unavailable|Neshta|store passwords in plaintext,,Yes - Internal only,External Remote Services,System Shutdown/Reboot,Yes,25,2024-08,31841,582959,
United States of America,501-1000,network breach,,2024-09,1,2024-09,2024-09,74,49851,brute force attack,,Impacket|Python,RDP|svchost.exe|net.exe|runonce.exe|notepad.exe|excel.exe|Edge browser|winword.exe|PowerShell|esentutl.exe|whoami.exe|taskmgr.exe|cmd.exe,MFA unavailable|SAM dump|delete files|security hive collected|create accounts,,Yes - External only,External Remote Services,Data Manipulation,No evidence,,,,,
Italy,101-250,network breach,,2024-09,0,2024-09,,,,unknown,,TeamViewer|DocFinance|OpenSSH|Impacket/secretsdump|Impacket/wmiexec|Python,RDWeb|RDP|iexplore.exe|notepad.exe|cmd.exe|ipconfig.exe|certutil.exe|net.exe|ping.exe|svchost.exe|copy.exe|WMI|qwinsta.exe|reg.exe,MFA unavailable|unprotected systems|SSH|SAM dump|exposed RDP,,Yes - Both,External Remote Services,No Impact,No evidence,,,,,
Italy,101-250,network breach,,2024-09,0,2024-09,2024-09,0,3349,comped creds,unavailable,Impacket|Pinggy|Advanced IP Scanner|TeamViewer|MeshAgent|Chrome Browser|ESET AV Remover|Advanced Port Scanner|Python,cmd.exe|PowerShell|quser.exe|wget.exe|tasklist.exe|RDP|iexplore.exe|WMI|SystemSettings.exe|notepad.exe|taskmgr.exe|sc.exe|mstsc.exe|PsExec,logs missing|unprotected systems|install service|disable protection|stop services|store passwords in plaintext|lsass dump,,Yes - Internal only,External Remote Services,Service Stop,No evidence,,,,,
United States of America,101-250,ransomware,Akira,2024-08,5,2024-09,2024-08,37505,421736,comped creds,,Wireshark|Adobe Acrobat|Splashtop|PuTTy,RDP|cmd.exe|net.exe|logoff.exe|ping.exe|nltest.exe|PowerShell|nslookup.exe|notepad.exe|taskmgr.exe|mstsc.exe|expand.exe|Task Scheduler|cscript.exe,MFA unavailable|ESXi|eol systems|protection out of date|brute force attack|create accounts|modify local groups|SMB|pass the hash|create scheduled task|delete task|vulnerable VPN,,Yes - Internal only,External Remote Services,Data Encrypted for Impact,No evidence,,,,,
Egypt,1001-3000,web shell,,2024-09,0,2024-09,,,,exploit vulnerability,,,xp_cmdshell|cmd.exe|systeminfo.exe|whoami.exe|cat.exe|type.exe|certutil.exe|tasklist.exe|curl.exe|echo.exe|del.exe,unprotected systems|brute force attack|vulnerable systems|web shell|delete files,,No,Exploit Public-Facing Application,Data Manipulation,No evidence,,,,,
United States of America,5000+,ransomware,BlackByte,2024-08,30,2024-09,2024-09,2538302,6043,brute force attack,encrypted,Syvik MultiDesk|Chrome Remote Desktop|AnyDesk|SophosUninstall.exe,cmd.exe|PowerShell|svchost.exe|RDP|mstsc.exe,Veeam pw dump|Veeam vulnerability|CVE-2023-27532|SAM dump|remove protection|SMB|ESXi|vulnerable systems|logs missing,,Yes - Internal only,External Remote Services,Data Encrypted for Impact,,,,,,
United States of America,101-250,ransomware,Cicada3301,2024-08,25,2024-09,2024-09,1687200,478813,unknown,cleared,MeshAgent|PuTTy|NetSupport Manager|mimikatz|SoftPerfect Network Scanner|GO Simple Tunnel|Impacket|wget|mkdir|mount.cifs|chmod|mv|Python,RDP|Task Scheduler|DCSync|PowerShell|cmd.exe|WMI|tasklist.exe|quser.exe|PsExec|systeminfo.exe|fsutil.exe|vssadmin.exe|bcdedit.exe,unprotected systems|SSH|create scheduled task|add application to safe mode|browse network|reset passwords|enable user|modify local groups|SMB|delete users|CVE-2023-27532|Veeam vulnerability|Veeam pw dump|Wacatac trojan|install service|disable user account|logs missing|logs cleared|delete task|stop services|delete Shadow Copy|disable safe mode|create accounts|delete files,,Yes - Internal only,unknown,Data Encrypted for Impact|Service Stop|Inhibit System Recovery|Account Access Removal|Data Manipulation,Yes,,,,,
United States of America,1-100,network breach,,2024-09,1,2024-09,2024-09,154,,comped creds,,,RDP|svchost.exe,MFA unavailable|SAM dump|kali (hostname),failed login attempt|TeamViewer,Yes - Internal only,External Remote Services|Valid Accounts,No Impact,No evidence,,,,,
United States of America,501-1000,network breach,,2024-09,0,2024-09,,,,brute force attack,unavailable,Chrome Remote Desktop|7zip,RDP|cmd.exe|ping.exe|msiexec.exe|mmc.exe|domain.msc|dssite.msc|ntdsutil.exe|PowerShell|nltest.exe,unprotected systems|vulnerable VPN|MFA unavailable|malicious scripts|NTDS dump|delete files|brute force attack|logs missing,,Yes - Internal only,External Remote Services|Valid Accounts,Data Manipulation,No evidence,,,,,
Canada,1-100,network breach,,2024-09,0,2024-09,2024-09,0,2574,brute force attack,,Impacket/wmiexec|Python,net.exe|cmd.exe|conhost.exe|WMI,eol systems|MFA unavailable|install service|vulnerable systems,,No,External Remote Services,No Impact,No evidence,,,,,
United States of America,1-100,ransomware,BlackLock,2024-08,24,2024-09,2024-08,4681,2075539,brute force attack,,GMER|PC Hunter|SoftPerfect Network Scanner|Kaspersky Virus Removal Tool|TDSSKiller|mimikatz|iPerf,RDP|PsExec|ping.exe|PsKill|mstsc.exe|net.exe|ipconfig.exe|taskmgr.exe|sc.exe|cmd.exe|DCSync|notepad.exe,eol systems|exposed RDP|safe mode protection disabled|unprotected systems|malicious scripts|brute force attack|kerberoast|MFA unavailable,,Yes - Both,External Remote Services|Valid Accounts,Data Encrypted for Impact,Yes,,,,,
Canada,101-250,ransomware,RansomHub,2024-08,25,2024-09,2024-09,1647912,512992,comped creds,re-imaged|cleared,CloudFlared|Python|Magnet RAM Capture|SoftPerfect Network Scanner|Rclone|Impacket|chmod|Firefox Browser|PuTTy|FileZilla,RDP|msiexec.exe|PowerShell|PsExec|whoami.exe|rundll32.exe|ping.exe|mstsc.exe|cmd.exe|echo.exe|taskkill.exe|fsutil.exe|vssadmin.exe|wevtutil.exe|mmc.exe|gpedit.msc|gpupdate.exe,MFA unavailable|unprotected systems|logs missing|install service|browse network|lsass dump|ClearMyTracksByProcess|malicious scripts|delete files|disable restricted admin|create scheduled task|delete task|delete Shadow Copy|disable protection|logs cleared|stop process|modify domain policies|modify local groups|enable user,,Yes - Internal only,External Remote Services|Valid Accounts,Data Encrypted for Impact|Inhibit System Recovery|Data Manipulation|Service Stop,Yes,,2024-09,1875263,285641,
Papua New Guinea,501-1000,network breach,,2024-09,1,2024-09,,,,comped creds,limited|retention,TeamViewer|Advanced IP Scanner|Impacket/wmiexec|Python,mstsc.exe|DCSync|svchost.exe|cmd.exe|query.exe|find.exe|WMI,dump browser creds|MFA unavailable|logs missing|vulnerable VPN|SAM dump,,No,External Remote Services|Valid Accounts,No Impact,No evidence,,,,,
Germany,1-100,ransomware,Fog,2024-09,2,2024-09,2024-09,177349,31409,comped creds,,Qfinder Pro|WinRAR|Firefox Browser|Rclone|FileZilla|TrueSightKiller|AnyDesk,RDP|cmd.exe|WMI|sqlcmd.exe|notepad.exe|ping.exe|nslookup.exe|PsExec|net.exe|esentutl.exe|runas|PowerShell|tasklist.exe|rundll32.exe|comsvcs.dll|WmiPrvSE.exe,MFA unavailable|encrypt hypervisor|Veeam pw dump|install service|enable user|reset passwords|create archive|data staging|create accounts|dump browser creds|browse network|uninstall application|malicious scripts|lsass dump|EDR killer|modify local groups|kali (hostname),,Yes - Internal only,External Remote Services|Valid Accounts,Data Encrypted for Impact|Account Access Removal,Yes,6.7,2024-09,194091,14668,
United States of America,1-100,data exfiltration,Unknown,2024-09,3,2024-09,2024-09,272532,-2986,comped creds,not configured,Impacket/wmiexec|SophosUninstall.exe|SoftPerfect Network Scanner|WinRAR|TeamViewer|Python,PowerShell|cmd.exe|netsh.exe|RDP|notepad.exe|Edge browser|svchost.exe|gpscript.exe|VMConnect|net.exe|taskmgr.exe|mstsc.exe|nltest.exe|WMI,MFA unavailable|logs missing|exposed RDP|ESXi|SMB|disable restricted admin|modify registry|reset passwords|modify firewall rules|remove protection|create archive|browse network,,Yes - Internal only,External Remote Services|Valid Accounts,Account Access Removal,Yes,46,2024-09,272095,-2548,
Chile,1-100,network breach,,2024-09,0,2024-09,,,,brute force attack,,PowerSploit,RDP|RDWeb|PowerShell|nltest.exe|cmd.exe|net.exe|mstsc.exe,exposed RDP|MFA unavailable|kerberoast|exposed internal services,,Yes - Both,External Remote Services|Valid Accounts,No Impact,No evidence,,,,,
Germany,1-100,bec,,2024-05,132,2024-09,,,,comped creds,retention,,,MFA bypass|logs missing|add mailbox rules|delete files,,No,Valid Accounts,Financial Theft|Data Manipulation,No,,,,,
Switzerland,1-100,ransomware,Helldown,2024-09,0,2024-09,,,,unknown,encrypted|cleared,Huorong HRSword,RDP,MFA unavailable|install service|disable protection|logs missing,,Yes - Internal only,unknown,Data Encrypted for Impact,Possible,,,,,
Germany,251-500,ransomware,Play,2024-09,3,2024-09,2024-09,174867,22521,comped creds,encrypted|cleared,Grixba|WinSCP|WinRAR,RDP|PowerShell|WMI|WmiPrvSE.exe|PsExec|BgInfo,MFA unavailable|unprotected systems|logs missing|Vultr.com|FTP|browse network|enable RDP|disable protection|logs cleared|delete Shadow Copy|disable backups|modify firewall rules|install service|add exclusions|delete files,valid accounts,Yes - Internal only,External Remote Services|Valid Accounts,Data Encrypted for Impact|Inhibit System Recovery|Data Manipulation,Yes,19.7,2024-09,179967,17422,4
Hong Kong,1-100,ransomware,MoneyIsTime,2024-07,44,2024-09,,,,comped creds,,KPortScan|mimikatz|PasswordFox|Opera PassView|WebBrowserPassView|Mail PassView|Huorong HRSword|BulletsPassView|Network Password Recovery|WirelessKeyView|SniffPass|VNC PassView|Dialupass|MessenPass|NetRouteView|Remote Desktop PassView|ChromePass|SoftPerfect Network Scanner|NLBrute|Process Hacker|AccountRestore,RDP,exposed RDP|MFA unavailable|install service|disable protection,,Yes - Both,External Remote Services|Valid Accounts,Data Encrypted for Impact,No evidence,,,,,
United States of America,501-1000,ransomware,RansomHub,2024-09,0,2024-09,,,,comped creds,cleared,Proxifier|AnyDesk|pypykatz|NetExec|WinRAR|SoftPerfect Network Scanner,RDP|PowerShell|AzureArcSetup.exe,exposed RDP|MFA unavailable|data staging|unprotected systems|create archive|modify firewall rules|disable protection|logs cleared|logs missing|browse network|install service|delete Shadow Copy|netsh portproxy|delete files,,Yes - Both,External Remote Services|Valid Accounts,Data Encrypted for Impact|Inhibit System Recovery|Data Manipulation,Staging,,,,,
Israel,1-100,network breach,,2024-09,9,2024-09,2024-09,19487,756754,brute force attack,retention,Impacket/wmiexec|OpenVPN|Chrome Browser|OpenSSH|WinSCP|Python,RDP|cmd.exe|whoami.exe|ping.exe|notepad.exe|ipconfig.exe|net.exe|control.exe|services.exe|netsh.exe|mmc.exe|domain.msc|dsa.msc|iexplore.exe|SystemSettings.exe|PowerShell|svchost.exe|WMI|mstsc.exe|net.exe|ntdsutil.exe|winrm.exe|icacls.exe|xcopy.exe|wsmprovhost.exe|vssadmin.exe|copy.exe,logs missing|vulnerable VPN|MFA unavailable|modify firewall rules|SSH|NTDS dump|browse network|system hive collected|create shadow copy|delete Shadow Copy|delete files,,Yes - Internal only,External Remote Services,Inhibit System Recovery|Data Manipulation,Possible,,2024-09,706320,69921,
United States of America,501-1000,network breach,,2024-09,1,2024-09,2024-09,58888,2610,unknown,not configured|cleared,mimikatz|SoftPerfect Network Scanner|AnyDesk|Impacket/smbexec|Impacket/wmiexec|MeshAgent|Chrome Browser|vmtoolsd.exe|SophosUninstall.exe|SharpImpersonation|FileZilla|lsassy|Python,PowerShell|regedit.exe|RDP|PsExec|cmd.exe|net.exe|sc.exe|reg.exe|wlrmdr.exe|regsvr32.exe|tasklist.exe|find.exe|WMI|comsvcs.dll,exposed RDP|unprotected systems|exposed internal services|MFA unavailable|logs missing|SMB|stop services|disable protection|delete files|remove protection|logs cleared,,Yes - Internal only,unknown,Service Stop|Data Manipulation|System Shutdown/Reboot,No evidence,,,,,
United States of America,251-500,network breach,,2024-09,13,2024-09,2024-09,1127188,206,comped creds,retention,,cmd.exe|net.exe,logs missing|Veeam vulnerability|CVE-2024-40711|create accounts|modify local groups|MFA unavailable,,No,External Remote Services|Valid Accounts,No Impact,No evidence,,,,,
United States of America,251-500,ransomware,Fog,2024-09,0,2024-09,,,,exploit vulnerability,,Veeam mgmt software|Chrome Browser|OpenSSH|SophosUninstall.exe|7zip|Rclone,cmd.exe|net.exe|RDP|PowerShell|mstsc.exe|svchost.exe,unprotected systems|Veeam vulnerability|CVE-2024-40711|create accounts|modify local groups|SSH|remove protection|encrypt hypervisor|vulnerable systems,,Yes - Internal only,External Remote Services|Exploit Public-Facing Application,Data Encrypted for Impact,Yes,5.1,2024-09,2789,-5,25
United States of America,101-250,network breach,,2024-09,2,2024-09,2024-09,0,123612,brute force attack,,TeamViewer|NinjaOne RMM|Chisel|Impacket/wmiexec|SoftPerfect Network Scanner|Advanced IP Scanner|Notepad++|Python,RDP|efsui.exe|cmd.exe|copy.exe|svchost.exe|reg.exe|netsh.exe|net.exe|mstsc.exe|mmc.exe|domain.msc|dsa.msc|ping.exe|nltest.exe|whoami.exe|WMI,dump browser creds|SAM dump|modify registry|enable RDP|modify firewall rules|disable firewall|create accounts|modify domain groups|enable user,,Yes - Internal only,External Remote Services|Valid Accounts,No Impact,No evidence,,,,,
United Kingdom,501-1000,ransomware,Black Basta,2024-09,4,2024-10,2024-10,366287,3460,brute force attack,,SophosUninstall.exe,RDWeb|RDP|notepad.exe|mstsc.exe|cmd.exe|PowerShell|ping.exe|iexplore.exe|logoff.exe|rundll32.exe,exposed RDP|MFA unavailable|remove protection|remote encryption|SMB|unprotected systems,,Yes - Both,External Remote Services|Valid Accounts,Data Encrypted for Impact,No evidence,,,,,
United Kingdom,101-250,ransomware,Akira,2024-09,2,2024-10,2024-09,120851,120306,comped creds,,SophosUninstall.exe|Veeam mgmt software|Chrome Browser|WinRAR,RDP|taskmgr.exe|PowerShell|notepad.exe|csc.exe,ESXi|MFA unavailable|vulnerable systems|unprotected systems|remove protection|BlueKeep|CVE-2019-0708|create archive|eol systems|kali (hostname),,Yes - Internal only,External Remote Services|Valid Accounts,Data Encrypted for Impact,Staging,,,,,
Germany,1-100,network breach,,2024-09,2,2024-10,2024-10,286354,,phishing,,AnyDesk|Remote Utilities|IObit Unlocker|mimikatz|Advanced IP Scanner|SoftPerfect Network Scanner,RDP|PowerShell,disable input|MFA unavailable|browse network|create accounts|modify local groups|reset passwords|enable user|disable protection,,Yes - Internal only,External Remote Services,Account Access Removal,No evidence,,,,,
United States of America,1-100,ransomware,Fog,2024-09,3,2024-10,,,,exploit vulnerability,limited,SophosUninstall.exe|Chrome Browser,RDP|taskmgr.exe|notepad.exe|cmd.exe|mmc.exe|virtmgmt.msc|Edge browser|excel.exe|ping.exe,logs missing|vulnerable VPN|remove protection|store passwords in plaintext|browse network|unprotected systems,,Yes - Internal only,External Remote Services|Exploit Public-Facing Application,Data Encrypted for Impact,No evidence,,,,,
United States of America,1-100,ransomware,Babuk,2024-05,127,2024-10,2024-07,4147258,6833343,unknown,disabled,Advanced Port Scanner|WinRAR|Free Port Scanner|TeamViewer|SoftPerfect Network Scanner|Chrome Browser|TDSSKiller,RDP|ntdsutil.exe|PowerShell|whoami.exe|ping.exe|runas|quser.exe|net.exe|mstsc.exe|iexplore.exe|cmd.exe|PsExec|notepad.exe,unprotected systems|install service|NTDS dump|XMRig|query for blank password|data staging|petabox.io|browse network|create archive|disable protection|event logging stopped|reset passwords|logs missing,,Yes - Internal only,unknown,Data Encrypted for Impact|Account Access Removal,Yes,135,2024-10,10876587,104015,
Netherlands,1-100,network breach,,2024-10,0,2024-10,2024-10,0,1464,exploit vulnerability,retention,,svchost.exe,vulnerable VPN|logs missing|SAM dump,,No,External Remote Services|Exploit Public-Facing Application,No Impact,No evidence,,,,,
United States of America,1-100,ransomware,Unknown,2024-05,143,2024-10,,,,brute force attack,cleared,Huorong HRSword|Advanced Port Scanner|SoftPerfect Network Scanner|Process Hacker,RDP|notepad.exe,exposed RDP|unprotected systems|brute force attack|logs missing|logs cleared|music folder,,Yes - Both,External Remote Services|Valid Accounts,Data Encrypted for Impact,No evidence,,,,,
United States of America,101-250,network breach,,2024-10,1,2024-10,2024-10,0,74541,brute force attack,limited,,svchost.exe|RDP|WMI|vssadmin.exe|msedgewebview2.exe,MFA unavailable|vulnerable VPN|brute force attack|SAM dump|create shadow copy|delete history|logs missing,,Yes - Internal only,External Remote Services|Valid Accounts,No Impact,No evidence,,,,,
United States of America,501-1000,ransomware,Play,2024-10,2,2024-10,2024-10,175685,224,comped creds,encrypted,Impacket/wmiexec|Veeam mgmt software|WinRAR|7zip|WinSCP|Grixba|Python,svchost.exe|RDP|cmd.exe|PowerShell|logoff.exe|notepad.exe|ping.exe|tracert.exe|taskmgr.exe|hostname.exe|rundll32.exe|net.exe|control.exe|Edge browser|TabTip.exe|WMI,MFA unavailable|logs missing|eol systems|disable restricted admin|modify registry|Veeam pw dump|reset passwords|create archive|join domain|modify domain groups|create security group|VMware vuln|CVE-2024-37085|vulnerable systems|music folder,,Yes - Internal only,External Remote Services|Valid Accounts,Data Encrypted for Impact|Account Access Removal,Yes,,2024-10,245354,-69443,6
Germany,251-500,bec,,2024-08,65,2024-10,,,,comped creds,encrypted,,,MFA unavailable|logs missing|add mailbox rules,,Unknown,External Remote Services|Valid Accounts,Financial Theft,No evidence,,,,,
